,titles,year,imdb_ratings,text_muted1,text_muted2,text_muted3,meta_scores,director,stars
9546,Death Note,(I) (2017),4.5,"
101 min
|

Crime, Drama, Fantasy            
","
A high school student named Light Turner discovers a mysterious notebook that has the power to kill anyone whose name is written within its pages, and launches a secret crusade to rid the world of criminals.","
Votes:
85,031
",43        ,['Adam Wingard'],"['Nat Wolff', 'LaKeith Stanfield', 'Margaret Qualley', 'Shea Whigham']"
9547,Alvin and the Chipmunks: The Squeakquel,(2009),4.5,"
G
|
88 min
|

Animation, Adventure, Comedy            
","
The world-famous singing preteen chipmunk trio return to contend with the pressures of school, celebrity, and a rival female music group known as The Chipettes.","
Votes:
49,475
| Gross:
$219.61M
",41        ,['Betty Thomas'],"['Jason Lee', 'Zachary Levi', 'David Cross', 'Justin Long']"
9548,Ouija,(II) (2014),4.5,"
15
|
89 min
|

Horror, Mystery, Thriller            
","
A group of friends must confront their most terrifying fears when they awaken the dark powers of an ancient spirit board.","
Votes:
53,105
| Gross:
$50.86M
",38        ,['Stiles White'],"['Olivia Cooke', 'Ana Coto', 'Daren Kagasoff', 'Bianca A. Santos']"
9549,Hannah Montana: The Movie,(2009),4.5,"
102 min
|

Comedy, Drama, Family            
","
As Hannah Montana's popularity begins to take over her life, Miley Stewart, on the urging from her father takes a trip to her hometown of Crowley Corners, Tennessee to get some perspective on what matters in life the most.","
Votes:
42,880
| Gross:
$79.57M
",47        ,['Peter Chelsom'],"['Miley Cyrus', 'Emily Osment', 'Billy Ray Cyrus', 'Jason Earles']"
9550,Thunder Force,(2021),4.5,"
PG-13
|
106 min
|

Action, Adventure, Comedy            
","
In a world where supervillains are commonplace, two estranged childhood best friends reunite after one devises a treatment that gives them powers to protect their city.","
Votes:
42,034
",34        ,['Ben Falcone'],"['Melissa McCarthy', 'Octavia Spencer', 'Jason Bateman', 'Bobby Cannavale']"
9551,College,(2008),4.5,"
R
|
94 min
|

Comedy            
","
A wild weekend is in store for three high school seniors who visit a local college campus as prospective freshmen.","
Votes:
12,435
| Gross:
$4.69M
",15        ,['Deb Hagan'],"['Drake Bell', 'Kevin Covais', 'Andrew Lewis Caldwell', 'Andree Moss']"
9552,Rings,(2017),4.5,"
PG-13
|
102 min
|

Drama, Horror, Mystery            
","
A young woman finds herself on the receiving end of a terrifying curse that threatens to take her life in 7 days.","
Votes:
40,910
| Gross:
$27.79M
",25        ,['F. Javier Gutiérrez'],"['Matilda Anna Ingrid Lutz', 'Alex Roe', 'Johnny Galecki', ""Vincent D'Onofrio""]"
9553,First Sunday,(2008),4.5,"
PG-13
|
98 min
|

Comedy, Crime, Drama            
","
Two bungling, petty criminal BFFs try to rob a church, but someone from staff beat them to it. They spend the night with the church staff to get the money.","
Votes:
11,019
| Gross:
$37.93M
",41        ,['David E. Talbert'],"['Ice Cube', 'Katt Williams', 'Tracy Morgan', 'Loretta Devine']"
9554,Space Chimps,(2008),4.5,"
81 min
|

Animation, Adventure, Comedy            
","
Three chimps are sent into space to explore the possibility of alien life when an unmanned space shuttle crash lands on an uncharted planet.","
Votes:
11,851
| Gross:
$30.11M
",36        ,['Kirk DeMicco'],"['Andy Samberg', 'Stanley Tucci', 'Jeff Daniels', 'Cheryl Hines']"
9555,Skinwalkers,(2006),4.5,"
R
|
110 min
|

Action, Fantasy, Horror            
","
A 12 year old boy and his mother become the targets of two warring werewolf packs, each with different intentions and motives.","
Votes:
13,473
| Gross:
$1.02M
",33        ,['James Isaac'],"['Jason Behr', 'Elias Koteas', 'Rhona Mitra', 'Natassia Malthe']"
9556,The Butterfly Effect 2,(2006),4.5,"
R
|
92 min
|

Drama, Sci-Fi, Thriller            
","
Nick Larson discovers a supernatural way to alter his life and travel back in time to key moments in his life by looking at photographs.","
Votes:
36,105
",,['John R. Leonetti'],"['Eric Lively', 'Erica Durance', 'Dustin Milligan', 'Gina Holden']"
9557,Catacombs,(2007),4.5,"
R
|
92 min
|

Horror, Thriller            
","
Vic visits her sister in Paris. She parties in the catacombs under Paris with her sister and her friends on her first night in France. Remains of 6,000,000+ people is there. Something evil chases her there.","
Votes:
8,838
",,"['Tomm Coker', 'David Elliot']","['Shannyn Sossamon', 'Pink', 'Emil Hostina', 'Sandi Dragoi']"
9558,Soul Plane,(2004),4.5,"
R
|
86 min
|

Comedy            
","
Things get raucously funny aboard the maiden flight of a black-owned airline, thanks to some last-minute passenger additions.","
Votes:
23,252
| Gross:
$13.92M
",33        ,['Jessy Terrero'],"['Dwayne Adway', 'Snoop Dogg', 'Tom Arnold', 'Kevin Hart']"
9559,Agent Cody Banks 2: Destination London,(2004),4.5,"
PG
|
100 min
|

Action, Adventure, Comedy            
","
With all-new gadgets, high-flying action, exciting chases and a wisecracking new handler, Derek (Anthony Anderson), Cody has to retrieve the device before the world's leaders fall under the evil control of a diabolical villain.","
Votes:
15,119
| Gross:
$23.63M
",32        ,['Kevin Allen'],"['Frankie Muniz', 'Anthony Anderson', 'Hannah Spearritt', 'Cynthia Stevenson']"
9560,Taxi,(I) (2004),4.5,"
PG-13
|
97 min
|

Action, Comedy, Crime            
","
A mouthy and feisty taxicab driver has hot tips for a green and inept cop set on solving a string of New York City bank robberies committed by a quartet of female Brazilian bank robbers.","
Votes:
42,772
| Gross:
$36.61M
",27        ,['Tim Story'],"['Queen Latifah', 'Jimmy Fallon', 'Gisele Bündchen', 'Henry Simmons']"
9561,Happily N'Ever After,(2006),4.5,"
PG
|
75 min
|

Animation, Adventure, Comedy            
","
An alliance of evil-doers, led by Frieda, looks to take over Fairy Tale Land. But when Ella realizes her stepmother is out to ruin her storybook existence, she takes a dramatic turn and blossoms into the leader of the resistance effort.","
Votes:
10,747
| Gross:
$15.59M
",28        ,"['Paul Bolger', 'Yvette Kaplan', 'Greg Tiernan', 'Dino Athanassiou']","['Sigourney Weaver', 'Sarah Michelle Gellar', 'Patrick Warburton', 'George Carlin']"
9562,Vampires: Los Muertos,(2002),4.5,"
R
|
94 min
|

Action, Horror, Thriller            
","
A vampire hunter and a priest fight a band of the walking dead in Mexico.","
Votes:
7,593
",,['Tommy Lee Wallace'],"['Jon Bon Jovi', 'Cristián de la Fuente', 'Natasha Gregson Wagner', 'Arly Jover']"
9563,Breakfast of Champions,(1999),4.5,"
R
|
110 min
|

Comedy            
","
A rich car dealer is losing his mind. His son lives in the bomb shelter. His suicidal wife has an affair with his transvestite sales manager.","
Votes:
8,015
| Gross:
$0.18M
",42        ,['Alan Rudolph'],"['Bruce Willis', 'Nick Nolte', 'Albert Finney', 'Barbara Hershey']"
9564,Home Alone 3,(1997),4.5,"
G
|
102 min
|

Action, Comedy, Crime            
","
Alex Pruitt, an 8-year-old boy living in Chicago, must fend off international spies who seek a top-secret computer chip in his toy car.","
Votes:
116,801
| Gross:
$30.88M
",,['Raja Gosnell'],"['Alex D. Linz', 'Olek Krupa', 'Rya Kihlstedt', 'Lenny von Dohlen']"
9565,Striptease,(1996),4.5,"
R
|
115 min
|

Comedy, Crime, Drama            
","
A stripper and single mother gets dragged into a dangerous situation after a congressman takes a fancy to her.","
Votes:
45,946
| Gross:
$33.11M
",37        ,['Andrew Bergman'],"['Demi Moore', 'Burt Reynolds', 'Armand Assante', 'Ving Rhames']"
9566,The Island of Dr. Moreau,(1996),4.5,"
PG-13
|
96 min
|

Horror, Sci-Fi, Thriller            
","
After being rescued and brought to an island, a man discovers that its inhabitants are experimental animals being turned into strange-looking humans, all of it the work of a visionary doctor.","
Votes:
33,772
| Gross:
$27.66M
",37        ,"['John Frankenheimer', 'Richard Stanley']","['David Thewlis', 'Marlon Brando', 'Val Kilmer', 'Fairuza Balk']"
9567,On Deadly Ground,(1994),4.5,"
R
|
101 min
|

Action, Adventure, Thriller            
","
A mystical martial artist/environmental Agent takes on a ruthless oil corporation.","
Votes:
24,103
| Gross:
$38.59M
",33        ,['Steven Seagal'],"['Steven Seagal', 'Michael Caine', 'Joan Chen', 'John C. McGinley']"
9568,North,(1994),4.5,"
PG
|
87 min
|

Adventure, Comedy, Drama            
","
Sick of the neglect he receives from his mom and dad, a young boy leaves home and travels the world in search of new parents.","
Votes:
14,136
| Gross:
$7.14M
",,['Rob Reiner'],"['Elijah Wood', 'Bruce Willis', 'Jason Alexander', 'Julia Louis-Dreyfus']"
9569,The Next Karate Kid,(1994),4.5,"
PG
|
107 min
|

Action, Drama, Family            
","
Mr. Miyagi is back and he takes a new pupil under his wing: a troubled adolescent girl.","
Votes:
31,115
| Gross:
$8.91M
",36        ,['Christopher Cain'],"['Pat Morita', 'Hilary Swank', 'Michael Ironside', 'Constance Towers']"
9570,3 Ninjas Kick Back,(1994),4.5,"
PG
|
93 min
|

Action, Comedy, Family            
","
Young martial artists face their grandfather's foes when they accompany him to Japan to deliver a priceless dagger.","
Votes:
9,409
| Gross:
$11.78M
",39        ,['Charles T. Kanganis'],"['Victor Wong', 'Max Elliott Slade', 'Sean Fox', 'J. Evan Bonifant']"
9571,Body of Evidence,(1992),4.5,"
R
|
99 min
|

Drama, Thriller            
","
A lawyer defends a woman accused of killing her older lover by having sex with him.","
Votes:
15,379
| Gross:
$13.28M
",29        ,['Uli Edel'],"['Madonna', 'Willem Dafoe', 'Joe Mantegna', 'Anne Archer']"
9572,Suburban Commando,(1991),4.5,"
90 min
|

Action, Comedy, Sci-Fi            
","
An interstellar hero from a distant world visits Earth, and tries to fit in with a mundane, yet kind, suburban family.","
Votes:
10,369
| Gross:
$6.95M
",,['Burt Kennedy'],"['Hulk Hogan', 'Christopher Lloyd', 'Shelley Duvall', 'Larry Miller']"
9573,Wild Orchid,(1989),4.5,"
105 min
|

Drama, Romance            
","
A female lawyer becomes mesmerized by a self-made millionaire during an encounter in Rio setting off a series of erotic encounters.","
Votes:
12,301
| Gross:
$11.06M
",19        ,['Zalman King'],"['Mickey Rourke', 'Jacqueline Bisset', 'Carré Otis', 'Assumpta Serna']"
9574,Friday the 13th Part VIII: Jason Takes Manhattan,(1989),4.5,"
100 min
|

Adventure, Horror, Thriller            
","
Jason Voorhees is accidentally awakened from his watery grave, and he ends up stalking a ship full of graduating high school students headed to Manhattan, NY.","
Votes:
38,594
| Gross:
$14.34M
",14        ,['Rob Hedden'],"['Jensen Daggett', 'Kane Hodder', 'Todd Caldecott', 'Tiffany Paulsen']"
9575,Police Academy 5: Assignment: Miami Beach,(1988),4.5,"
90 min
|

Comedy, Crime            
","
The Police Academy's commandant will be honored at a police convention in Miami Beach. At the airport he picks a wrong bag with stolen diamonds. The ""owners"" want them back.","
Votes:
36,300
| Gross:
$4.24M
",18        ,['Alan Myerson'],"['Bubba Smith', 'David Graf', 'Michael Winslow', 'Leslie Easterbrook']"
9576,Allan Quatermain and the Lost City of Gold,(1986),4.5,"
99 min
|

Action, Adventure, Comedy            
","
Allan Quatermain once again teams up with Jesse Huston where the discovery of a mysterious old gold piece sends Quatermain looking for his long-lost brother, missing in the wilds of Africa after seeking a lost white race.","
Votes:
9,639
| Gross:
$3.75M
",,['Gary Nelson'],"['Richard Chamberlain', 'Sharon Stone', 'James Earl Jones', 'Henry Silva']"
9577,Troll,(1986),4.5,"
82 min
|

Comedy, Fantasy, Horror            
","
A wicked troll king in search of a mystical ring that will transform him to human form invades a San Francisco apartment complex where a powerful witch lives.","
Votes:
10,474
| Gross:
$5.45M
",30        ,['John Carl Buechler'],"['Michael Moriarty', 'Shelley Hack', 'Noah Hathaway', 'Jenny Beck']"
9578,Grease 2,(1982),4.5,"
115 min
|

Comedy, Music, Musical            
","
A British student at a 1960s American high school must prove himself to the leader of a girls' gang whose members can only date greasers.","
Votes:
36,104
| Gross:
$15.17M
",52        ,['Patricia Birch'],"['Michelle Pfeiffer', 'Maxwell Caulfield', 'Lorna Luft', 'Maureen Teefy']"
9579,The Swarm,(1978),4.5,"
116 min
|

Horror, Thriller            
","
A huge swarm of deadly African bees spreads terror over American cities by killing thousands of people.","
Votes:
7,857
| Gross:
$10.00M
",30        ,['Irwin Allen'],"['Michael Caine', 'Katharine Ross', 'Richard Widmark', 'Richard Chamberlain']"
9580,Secret Obsession,(2019),4.4,"
97 min
|

Thriller            
","
Recuperating from trauma, Jennifer remains in danger as she returns to a life she doesn't remember.","
Votes:
21,915
",,['Peter Sullivan'],"['Brenda Song', 'Mike Vogel', 'Dennis Haysbert', 'Ashley Scott']"
9581,What Lies Below,(2020),4.4,"
87 min
|

Horror, Mystery, Sci-Fi            
","
A 16-year-old girl returns home from camp and learns that her mother has a new boyfriend, one she intends to marry. A man whose charm, intelligence and beauty make him look like he's not human at all.","
Votes:
8,306
",35        ,['Braden R. Duemmler'],"['Ema Horvath', 'Troy Iwata', 'Danny Corbo', 'Mena Suvari']"
9582,Sextuplets,(2019),4.4,"
97 min
|

Comedy            
","
Father-to-be Alan is shocked to learn that he was born a sextuplet. He and his newfound brother Russell set out on a hilarious journey to reunite with their other long-lost siblings.","
Votes:
8,698
",21        ,['Michael Tiddes'],"['Marlon Wayans', 'Bresha Webb', 'Michael Ian Black', 'Glynn Turman']"
9583,The Girl on the Train,(2021),4.4,"
120 min
|

Crime, Drama, Mystery            
","
The story follows a recent divorcee who spends her daily commute fantasizing about a seemingly perfect couple who live in a house that her train passes daily, but something shocking happens there one day.","
Votes:
14,601
",,['Ribhu Dasgupta'],"['Parineeti Chopra', 'Aditi Rao Hydari', 'Kirti Kulhari', 'Rajiv Chabria']"
9584,Killers Anonymous,(2019),4.4,"
R
|
95 min
|

Action, Crime, Mystery            
","
A support group of killers is held regularly. The participants sit in a circle of trust and share their transgressions.","
Votes:
11,608
",22        ,['Martin Owen'],"['Tommy Flanagan', 'Rhyon Nicole Brown', 'MyAnna Buring', 'Michael Socha']"
9585,Escape Plan: The Extractors,(2019),4.4,"
R
|
97 min
|

Action, Crime, Thriller            
","
After security expert Ray Breslin is hired to rescue the kidnapped daughter of a Hong Kong tech mogul from a formidable Latvian prison, Breslin's girlfriend is also captured.","
Votes:
14,739
",,['John Herzfeld'],"['Sylvester Stallone', 'Dave Bautista', '50 Cent', 'Jin Zhang']"
9586,211,(2018),4.4,"
R
|
86 min
|

Action, Drama, Thriller            
","
While on a routine patrol, an aging cop, his partner and their ride-along, get caught in a standoff with a band of former mercenaries robbing a bank.","
Votes:
8,471
",21        ,['York Alec Shackleton'],"['Nicolas Cage', 'Sophie Skelton', 'Michael Rainey Jr.', 'Dwayne Cameron']"
9587,He's All That,(2021),4.4,"
13 +
|
88 min
|

Comedy, Romance            
","
A teenage girl sets out to give a nebbish classmate the ultimate high school makeover. An updated remake of the 1999 film, 'She's All That'.","
Votes:
24,938
",36        ,['Mark Waters'],"['Addison Rae', 'Tanner Buchanan', 'Madison Pettis', 'Rachael Leigh Cook']"
9588,2036 Origin Unknown,(2018),4.4,"
94 min
|

Action, Sci-Fi, Thriller            
","
After a failed mission to Mars, A.I./ARTI is now used for the 2036 mission with a few human supervisors. A monolith of unknown origin is found there. It will have a big effect on Earth.","
Votes:
9,829
",,['Hasraf Dulull'],"['Katee Sackhoff', 'Ray Fearon', 'Julie Cox', 'Steven Cree']"
